,Date,Action,Ticker,Quantity,Price,Cash
0,2019-01-31,BUY,NVDA,290529,3.4071052074432373,10137.13118672371
1,2019-01-31,BUY,TSLA,492,20.584667205810547,9.474921464920044
2,2019-02-28,SELL,NVDA,12749,3.853978395462036,49143.84548521042
3,2019-02-28,BUY,TSLA,2342,20.982667922973633,2.4372096061706543
4,2019-03-06,SELL,TSLA,2834,18.43600082397461,52250.06354475021
5,2019-03-29,SELL,NVDA,25169,4.400113105773926,162996.51030397415
6,2019-03-29,BUY,TSLA,8775,18.57466697692871,3.8075814247131348
7,2019-04-26,SELL,TSLA,8775,16.5086669921875,144867.36043787003
8,2019-04-30,SELL,NVDA,18473,4.451748847961426,227104.51690626144
9,2019-04-30,BUY,TSLA,14107,16.097999572753906,10.036933422088623
10,2019-05-18,SELL,TSLA,14107,14.0686674118042,198476.72811174393
11,2019-05-31,BUY,NVDA,38293,3.4572553634643555,66088.04847860336
12,2019-05-31,BUY,TSLA,5266,12.54800033569336,10.278710842132568
13,2019-06-28,SELL,TSLA,3520,14.855999946594238,52303.39852285385
14,2019-06-28,BUY,NVDA,12893,4.05670166015625,0.34401845932006836
15,2019-07-31,SELL,NVDA,955,4.360400199890137,4164.526209354401
16,2019-07-31,BUY,TSLA,257,16.150667190551758,13.804741382598877
17,2019-08-16,SELL,TSLA,2003,14.37600040435791,28808.933551311493
18,2019-08-30,BUY,NVDA,377,4.154504776000977,27242.685250759125
19,2019-08-30,BUY,TSLA,1842,14.780667304992676,16.696074962615967
20,2019-09-30,SELL,NVDA,2049,4.27292013168335,8771.9094247818
21,2019-09-30,BUY,TSLA,543,16.142000198364258,6.803317070007324
22,2019-10-31,SELL,TSLA,929,21.000667572021484,19516.423491477966
23,2019-10-31,BUY,NFLX,13,291.45001220703125,15727.57333278656
24,2019-10-31,BUY,NVDA,3061,5.0500874519348145,269.255642414093
25,2019-11-29,SELL,TSLA,1455,22.086000442504883,32404.386286258698
26,2019-11-29,BUY,NFLX,12,315.92999267578125,28613.226374149323
27,2019-11-29,BUY,NVDA,5232,5.43322229385376,186.60733270645142
28,2019-12-31,SELL,NFLX,3,323.30999755859375,1156.5373253822327
29,2019-12-31,SELL,NVDA,11901,5.783752918243408,69988.98080539703
30,2019-12-31,SELL,TSLA,1,27.64666748046875,70016.6274728775
31,2019-12-31,BUY,CSCO,1731,40.44773864746094,1.591874122619629
