,Date,Action,Ticker,Quantity,Price,Cash
0,2019-01-03,BUY,AAPL,2651,37.70859909057617,900034.5038108826
1,2019-01-03,BUY,AMZN,1299,76.95649719238281,800068.0139579773
2,2019-01-03,BUY,CSCO,2816,35.501102447509766,700096.9094657898
3,2019-01-03,BUY,GOOGL,1903,52.54352951049805,600106.572807312
4,2019-01-03,BUY,INTC,2468,40.51803970336914,500108.050819397
5,2019-01-03,BUY,META,739,135.16366577148438,400222.10181427
6,2019-01-03,BUY,MSFT,1049,95.310546875,300241.338142395
7,2019-01-03,BUY,NFLX,373,267.6600036621094,200404.15677642822
8,2019-01-03,BUY,NVDA,29602,3.3780903816223145,100405.92529964447
9,2019-01-03,BUY,TSLA,4836,20.674667358398438,423.23395442962646
10,2019-01-04,SELL,AAPL,2651,33.95253372192383,90431.4008512497
11,2019-01-04,SELL,AMZN,1299,75.01399993896484,187874.58677196503
12,2019-01-04,SELL,CSCO,2815,34.20999526977539,284175.72345638275
13,2019-01-04,SELL,GOOGL,1902,51.08829879760742,381345.66776943207
14,2019-01-04,SELL,INTC,2468,38.289031982421875,475842.99870204926
15,2019-01-04,SELL,MSFT,1049,91.80426025390625,572145.6677083969
16,2019-01-04,SELL,NVDA,29602,3.1739962100982666,666102.3035197258
17,2019-01-04,SELL,TSLA,4836,20.02400016784668,762938.3683314323
18,2019-01-04,BUY,META,2722,131.23867797851562,405706.6868739128
19,2019-01-04,BUY,NFLX,1495,271.20001220703125,262.66862440109253
20,2019-01-05,SELL,CSCO,1,35.75099182128906,298.4196162223816
21,2019-01-05,SELL,META,3461,137.42503356933594,475926.46079969406
22,2019-01-05,SELL,NFLX,1868,297.57000732421875,1031787.2344813347
23,2019-01-05,BUY,NVDA,305502,3.3773462772369385,1.1920928955078125
24,2019-01-06,BUY,NVDA,0,3.3773462772369385,1.1920928955078125
25,2019-01-07,BUY,NVDA,0,3.3773462772369385,1.1920928955078125
26,2019-01-08,BUY,NVDA,0,3.556145668029785,1.1920928955078125
27,2019-01-09,BUY,NVDA,0,3.46761417388916,1.1920928955078125
28,2019-01-10,BUY,NVDA,0,3.5358104705810547,1.1920928955078125
29,2019-01-11,SELL,GOOGL,1,53.746665954589844,54.938758850097656
30,2019-01-11,BUY,NVDA,15,3.601527214050293,0.9158506393432617
31,2019-01-25,SELL,NVDA,2927,3.9142398834228516,11457.89598941803
32,2019-01-25,BUY,TSLA,589,19.43400001525879,11.269980430603027
33,2019-01-26,SELL,NVDA,5562,3.9715240001678467,22100.886469364166
34,2019-01-26,BUY,TSLA,1116,19.80266761779785,1.109407901763916
35,2019-01-29,SELL,TSLA,539,19.7586669921875,10651.030916690826
36,2019-01-29,BUY,NVDA,3112,3.4224796295166016,0.2743096351623535
37,2019-01-30,SELL,TSLA,544,19.83066749572754,10788.157427310944
38,2019-01-30,BUY,NVDA,3305,3.263519763946533,2.224607467651367
39,2019-01-31,SELL,TSLA,106,20.584667205810547,2184.1993312835693
40,2019-01-31,BUY,NVDA,641,3.407104253768921,0.24550461769104004
41,2019-02-01,SELL,TSLA,77,20.468000411987305,1576.2815363407135
42,2019-02-01,BUY,NVDA,442,3.5648248195648193,0.6289660930633545
43,2019-02-02,SELL,TSLA,24,20.81399917602539,500.16494631767273
44,2019-02-02,BUY,NVDA,139,3.589128017425537,1.2761518955230713
45,2019-02-03,BUY,NVDA,0,3.589128017425537,1.2761518955230713
46,2019-02-04,BUY,NVDA,0,3.589128017425537,1.2761518955230713
47,2019-02-05,SELL,NVDA,183,3.6994829177856445,678.281525850296
48,2019-02-05,BUY,TSLA,32,20.859333038330078,10.78286862373352
49,2019-02-06,SELL,NVDA,12,3.7185773849487305,55.405797243118286
50,2019-02-06,BUY,TSLA,2,21.42333221435547,12.559132814407349
51,2019-02-07,SELL,NVDA,169,3.7942140102386475,653.7813005447388
52,2019-02-07,BUY,TSLA,30,21.148000717163086,19.34127902984619
53,2019-02-08,SELL,NVDA,232,3.655837059020996,867.4954767227173
54,2019-02-08,BUY,TSLA,42,20.500667572021484,6.467438697814941
55,2019-02-09,SELL,NVDA,374,3.6744351387023926,1380.7061805725098
56,2019-02-09,BUY,TSLA,67,20.386667251586914,14.799474716186523
57,2019-02-12,SELL,NVDA,207,3.631781816482544,766.5783107280731
58,2019-02-12,BUY,TSLA,36,20.856000900268555,15.762278318405151
59,2019-02-13,SELL,NVDA,336,3.748831033706665,1275.3695056438446
60,2019-02-13,BUY,TSLA,61,20.78733253479004,7.342221021652222
61,2019-02-14,SELL,NVDA,518,3.7912375926971436,1971.2032940387726
62,2019-02-14,BUY,TSLA,95,20.544666290283203,19.459996461868286
63,2019-02-15,SELL,NVDA,1264,3.832155466079712,4863.304505586624
64,2019-02-15,BUY,TSLA,240,20.251333236694336,2.9845287799835205
65,2019-02-16,SELL,NVDA,1350,3.901839256286621,5270.467524766922
66,2019-02-16,BUY,TSLA,256,20.525333404541016,15.982173204421997
67,2019-02-20,SELL,NVDA,1485,3.8844807147979736,5784.436034679413
68,2019-02-20,BUY,TSLA,283,20.375999450683594,18.02819013595581
69,2019-02-21,SELL,NVDA,1761,3.931847095489502,6942.010925292969
70,2019-02-21,BUY,TSLA,344,20.17066764831543,3.3012542724609375
71,2019-02-22,SELL,NVDA,1599,3.862905979156494,6180.087914943695
72,2019-02-22,BUY,TSLA,318,19.415332794189453,6.012086391448975
73,2019-02-23,SELL,NVDA,2032,3.9477176666259766,8027.774384975433
74,2019-02-23,BUY,TSLA,408,19.6473331451416,11.662461757659912
75,2019-02-26,SELL,NVDA,1317,3.9353179931640625,5194.47625875473
76,2019-02-26,BUY,TSLA,260,19.917999267578125,15.796449184417725
77,2019-02-27,SELL,NVDA,982,3.8958888053894043,3841.5592560768127
78,2019-02-27,BUY,TSLA,193,19.857332229614258,9.094135761260986
79,2019-02-28,SELL,TSLA,108,20.982667922973633,2275.2222714424133
80,2019-02-28,BUY,NVDA,590,3.853978395462036,1.3750181198120117
81,2019-03-01,SELL,TSLA,86,21.325332641601562,1835.3536252975464
82,2019-03-01,BUY,NVDA,479,3.829402208328247,1.06996750831604
83,2019-03-02,SELL,NVDA,1757,3.8837685585021973,6824.851324796677
84,2019-03-02,BUY,TSLA,347,19.652666091918945,5.376190900802612
85,2019-03-05,SELL,NVDA,1198,3.8919596672058105,4667.943872213364
86,2019-03-05,BUY,TSLA,245,19.02400016784668,7.063831090927124
87,2019-03-06,SELL,NVDA,798,3.8855056762695312,3107.697360754013
88,2019-03-06,BUY,TSLA,168,18.43600082397461,10.449222326278687
89,2019-03-07,SELL,TSLA,205,18.416000366210938,3785.729297399521
90,2019-03-07,BUY,NVDA,1002,3.774540662765503,3.6395533084869385
91,2019-03-08,SELL,TSLA,264,18.439332962036133,4871.623455286026
92,2019-03-08,BUY,NVDA,1314,3.7052807807922363,2.884509325027466
93,2019-03-09,SELL,TSLA,110,18.94266700744629,2086.5778801441193
94,2019-03-09,BUY,NVDA,557,3.7395384311676025,3.6549739837646484
95,2019-03-10,BUY,NVDA,0,3.7395384311676025,3.6549739837646484
96,2019-03-11,BUY,NVDA,0,3.7395384311676025,3.6549739837646484
97,2019-03-12,SELL,NVDA,1599,4.0001935958862305,6399.964533805847
98,2019-03-12,BUY,TSLA,329,19.39466667175293,19.1191987991333
99,2019-03-13,SELL,NVDA,1847,4.034451484680176,7470.751091003418
100,2019-03-13,BUY,TSLA,395,18.890666961669922,8.937641143798828
101,2019-03-14,SELL,NVDA,2296,4.185880184173584,9619.718544006348
102,2019-03-14,BUY,TSLA,499,19.263999938964844,6.982574462890625
103,2019-03-15,SELL,NVDA,1049,4.109917640686035,4318.2861795425415
104,2019-03-15,BUY,TSLA,223,19.33066749572754,7.547327995300293
105,2019-03-16,SELL,NVDA,3506,4.215421199798584,14786.814054489136
106,2019-03-16,BUY,TSLA,805,18.36199951171875,5.404447555541992
107,2019-03-19,SELL,NVDA,2081,4.1940717697143555,8733.267800331116
108,2019-03-19,BUY,TSLA,486,17.965999603271484,1.7919931411743164
109,2019-03-20,SELL,NVDA,3641,4.361884593963623,15883.413799762726
110,2019-03-20,BUY,TSLA,890,17.83133316040039,13.527287006378174
111,2019-03-21,SELL,NVDA,1317,4.329365253448486,5715.301325798035
112,2019-03-21,BUY,TSLA,313,18.239999771118164,6.181397438049316
113,2019-03-22,SELL,NVDA,4419,4.566188812255859,20184.169758796692
114,2019-03-22,BUY,TSLA,1104,18.26799964904785,16.29814624786377
115,2019-03-23,SELL,NVDA,1735,4.406319618225098,7661.262683868408
116,2019-03-23,BUY,TSLA,434,17.635332107543945,7.5285491943359375
117,2019-03-26,SELL,NVDA,651,4.313974380493164,2815.9258708953857
118,2019-03-26,BUY,TSLA,162,17.3613338470459,3.3897876739501953
119,2019-03-27,SELL,NVDA,959,4.39068078994751,4214.052665233612
120,2019-03-27,BUY,TSLA,236,17.851333618164062,1.1379313468933105
121,2019-03-28,SELL,NVDA,271,4.381495952606201,1188.5233345031738
122,2019-03-28,BUY,TSLA,64,18.32200050354004,15.915302276611328
123,2019-03-29,SELL,NVDA,805,4.400114059448242,3558.0071201324463
124,2019-03-29,BUY,TSLA,191,18.57466697692871,10.2457275390625
125,2019-03-30,SELL,NVDA,1481,4.457457542419434,6611.740347862244
126,2019-03-30,BUY,TSLA,354,18.657333374023438,7.044333457946777
127,2019-04-02,SELL,NVDA,572,4.524980545043945,2595.3332052230835
128,2019-04-02,BUY,TSLA,134,19.278667449951172,11.991766929626465
129,2019-04-03,SELL,NVDA,1754,4.542854309082031,7980.158225059509
130,2019-04-03,BUY,TSLA,418,19.058666229248047,13.635741233825684
131,2019-04-04,SELL,NVDA,1713,4.682366847991943,8034.530151844025
132,2019-04-04,BUY,TSLA,413,19.45400047302246,0.027956485748291016
133,2019-04-05,SELL,NVDA,4506,4.673430919647217,21058.507680416107
134,2019-04-05,BUY,TSLA,1179,17.851999282836914,11.000525951385498
135,2019-04-06,SELL,NVDA,1275,4.740206718444824,6054.764091968536
136,2019-04-06,BUY,TSLA,330,18.33066749572754,5.643818378448486
137,2019-04-09,SELL,NVDA,2059,4.7610602378845215,9808.666848182678
138,2019-04-09,BUY,TSLA,538,18.213333129882812,9.893624305725098
139,2019-04-10,SELL,NVDA,892,4.69825553894043,4200.737565040588
140,2019-04-10,BUY,TSLA,231,18.15399932861328,7.16372013092041
141,2019-04-11,SELL,NVDA,1461,4.7687554359436035,6974.315412044525
142,2019-04-11,BUY,TSLA,378,18.40399932861328,17.603665828704834
143,2019-04-12,SELL,NVDA,2221,4.75485372543335,10578.133790016174
144,2019-04-12,BUY,TSLA,591,17.89466667175293,2.385787010192871
145,2019-04-13,SELL,NVDA,739,4.71687126159668,3488.153649330139
146,2019-04-13,BUY,TSLA,195,17.84666633605957,8.05371379852295
147,2019-04-16,SELL,TSLA,139,17.7586669921875,2476.5084257125854
148,2019-04-16,BUY,NVDA,540,4.585054874420166,0.5787935256958008
149,2019-04-17,SELL,NVDA,480,4.6721882820129395,2243.2291688919067
150,2019-04-17,BUY,TSLA,123,18.224000930786133,1.6770544052124023
151,2019-04-18,SELL,NVDA,773,4.649349689483643,3595.624364376068
152,2019-04-18,BUY,TSLA,198,18.082000732421875,15.388219356536865
153,2019-04-19,SELL,NVDA,14,4.624773979187012,80.13505506515503
154,2019-04-19,BUY,TSLA,4,18.21733283996582,7.265723705291748
155,2019-04-23,SELL,NVDA,2632,4.678642749786377,12321.453441143036
156,2019-04-23,BUY,TSLA,703,17.516666412353516,7.236953258514404
157,2019-04-24,SELL,NVDA,897,4.733255863189697,4252.967462539673
158,2019-04-24,BUY,TSLA,241,17.593332290649414,12.974380493164062
159,2019-04-25,SELL,NVDA,1409,4.745668888092041,6699.62184381485
160,2019-04-25,BUY,TSLA,388,17.243999481201172,8.950045108795166
161,2019-04-26,SELL,NVDA,544,4.639916896820068,2533.0648369789124
162,2019-04-26,BUY,TSLA,153,16.5086669921875,7.2387871742248535
163,2019-04-27,SELL,TSLA,443,15.675999641418457,6951.706628322601
164,2019-04-27,BUY,NVDA,1572,4.420965671539307,1.9485926628112793
165,2019-04-30,SELL,TSLA,521,16.097999572753906,8389.006370067596
166,2019-04-30,BUY,NVDA,1884,4.451749324798584,1.910642147064209
167,2019-05-01,SELL,TSLA,22,15.912667274475098,351.98932218551636
168,2019-05-01,BUY,NVDA,78,4.493205547332764,1.519289493560791
169,2019-05-02,SELL,TSLA,125,15.600666999816895,1951.6026644706726
170,2019-05-02,BUY,NVDA,435,4.480048656463623,2.781498908996582
171,2019-05-03,SELL,TSLA,427,16.273332595825195,6951.494517326355
172,2019-05-03,BUY,NVDA,1528,4.547571182250977,2.805750846862793
173,2019-05-04,SELL,TSLA,510,17.00200080871582,8673.826163291931
174,2019-05-04,BUY,NVDA,1909,4.5431013107299805,1.0457611083984375
175,2019-05-05,BUY,NVDA,0,4.5431013107299805,1.0457611083984375
176,2019-05-06,BUY,NVDA,0,4.5431013107299805,1.0457611083984375
