,Date,Action,Ticker,Quantity,Price,Cash
0,2019-01-31,BUY,NVDA,290529,3.407104253768921,10137.40825676918
1,2019-01-31,BUY,TSLA,492,20.584667205810547,9.751991510391235
2,2019-02-28,SELL,NVDA,12749,3.853978395462036,49144.12255525589
3,2019-02-28,BUY,TSLA,2342,20.982667922973633,2.7142796516418457
4,2019-03-06,SELL,TSLA,2834,18.43600082397461,52250.340614795685
5,2019-03-29,SELL,NVDA,25169,4.400114059448242,162996.8113770485
6,2019-03-29,BUY,TSLA,8775,18.57466697692871,4.108654499053955
7,2019-04-26,SELL,TSLA,8775,16.5086669921875,144867.66151094437
8,2019-04-30,SELL,NVDA,18473,4.451748371124268,227104.80917072296
9,2019-04-30,BUY,TSLA,14107,16.097999572753906,10.329197883605957
10,2019-05-18,SELL,TSLA,14107,14.0686674118042,198477.02037620544
11,2019-05-31,BUY,NVDA,38293,3.4572558403015137,66088.32248353958
12,2019-05-31,BUY,TSLA,5266,12.54800033569336,10.55271577835083
13,2019-06-28,SELL,TSLA,3520,14.855999946594238,52303.67252779007
14,2019-06-28,BUY,NVDA,12893,4.056702136993408,0.6118755340576172
15,2019-07-31,SELL,NVDA,955,4.360401630401611,4164.795432567596
16,2019-07-31,BUY,TSLA,257,16.150667190551758,14.073964595794678
17,2019-08-16,SELL,TSLA,2003,14.37600040435791,28809.20277452469
18,2019-08-30,BUY,NVDA,378,4.154504776000977,27238.79996919632
19,2019-08-30,BUY,TSLA,1842,14.780667304992676,12.810793399810791
20,2019-09-30,SELL,NVDA,2049,4.272920608520508,8768.025120258331
21,2019-09-30,BUY,TSLA,543,16.142000198364258,2.9190125465393066
22,2019-10-31,SELL,TSLA,929,21.000667572021484,19512.5391869545
23,2019-10-31,BUY,NFLX,13,291.45001220703125,15723.689028263092
24,2019-10-31,BUY,NVDA,3060,5.0500874519348145,270.4214253425598
25,2019-11-29,SELL,TSLA,1456,22.086000442504883,32427.63806962967
26,2019-11-29,BUY,NFLX,12,315.92999267578125,28636.478157520294
27,2019-11-29,BUY,NVDA,5232,5.433221340179443,209.86410570144653
28,2019-12-31,SELL,NFLX,3,323.30999755859375,1179.7940983772278
29,2019-12-31,SELL,NVDA,11902,5.783753871917725,70018.03268194199
30,2019-12-31,BUY,CSCO,1731,40.44773864746094,2.9970831871032715
