Date,PortfolioValue,PortfolioReturn,CumulativeReturn
2020-01-03,1000000.0,,
2020-01-04,992850.7448196411,-0.0071492551803589155,-0.0071492551803589155
2020-01-05,992850.7448196411,0.0,-0.0071492551803589155
2020-01-06,992850.7448196411,0.0,-0.0071492551803589155
2020-01-07,1005314.6781125069,0.012553682774473662,0.005314678112506854
2020-01-08,1044317.8766598701,0.03879700495430183,0.04431787665987019
2020-01-09,1095697.8619599342,0.04919956504469414,0.09569786195993424
2020-01-10,1071653.4211945534,-0.021944407851970493,0.07165342119455342
2020-01-11,1064551.4548897743,-0.006627111120368179,0.06455145488977432
2020-01-12,1064551.4548897743,0.0,0.06455145488977432
2020-01-13,1064551.4548897743,0.0,0.06455145488977432
2020-01-14,1168543.4318947792,0.0976861912379543,0.16854343189477938
2020-01-15,1197619.3397927284,0.024882179903919388,0.1976193397927286
2020-01-16,1154383.9590287209,-0.036101104355487745,0.15438395902872104
2020-01-17,1143230.041258335,-0.009662225192188623,0.14323004125833538
2020-01-18,1136573.3093476295,-0.00582274054255838,0.1365733093476298
2020-01-19,1136573.3093476295,0.0,0.1365733093476298
2020-01-20,1136573.3093476295,0.0,0.1365733093476298
2020-01-21,1136573.3093476295,0.0,0.1365733093476298
2020-01-22,1218279.7443795204,0.07188839853963191,0.21827974437952058
2020-01-23,1268060.6439995766,0.04086163284723243,0.26806064399957674
2020-01-24,1273938.1201767921,0.004635011901857888,0.2739381201767923
2020-01-25,1257507.7608132362,-0.012897297838356359,0.25750776081323634
2020-01-26,1257507.7608132362,0.0,0.25750776081323634
2020-01-27,1257507.7608132362,0.0,0.25750776081323634
2020-01-28,1230906.3001999855,-0.02115411247724419,0.2309063001999856
2020-01-29,1250861.5903992653,0.01621186778882988,0.2508615903992655
2020-01-30,1252462.1862549782,0.0012795946953667592,0.2524621862549785
2020-01-31,1321726.3142342567,0.05530237059402743,0.32172631423425724
2020-02-01,1341848.741449833,0.015224352423696796,0.34184874144983346
2020-02-02,1341848.741449833,0.0,0.34184874144983346
2020-02-03,1341848.741449833,0.0,0.34184874144983346
2020-02-04,1608802.4078087807,0.19894467842218289,0.6088024078087815
2020-02-05,1829617.2135720253,0.13725414923017087,0.8296172135720261
2020-02-06,1515369.6336464882,-0.17175591571529902,0.515369633646489
2020-02-07,1544781.4105935097,0.019408978703266522,0.5447814105935105
2020-02-08,1542945.741449833,-0.0011883034914120794,0.5429457414498338
2020-02-09,1542945.741449833,0.0,0.5429457414498338
2020-02-10,1542945.741449833,0.0,0.5429457414498338
2020-02-11,1590817.1224923134,0.031025965305492953,0.5908171224923144
2020-02-12,1597210.925470829,0.0040191942166794,0.5972109254708302
2020-02-13,1582587.650370121,-0.009155506556779436,0.5825876503701222
2020-02-14,1658303.160601139,0.047842854209882324,0.6583031606011402
2020-02-15,1650114.995165348,-0.004937677036581656,0.6501149951653493
2020-02-16,1650114.995165348,0.0,0.6501149951653493
2020-02-17,1650114.995165348,0.0,0.6501149951653493
2020-02-18,1650114.995165348,0.0,0.6501149951653493
2020-02-19,1770504.9849495888,0.0729585453965147,0.7705049849495902
2020-02-20,1892235.6717553139,0.06875478343213537,0.8922356717553153
2020-02-21,1855089.5128273964,-0.019630831128693016,0.8550895128273976
2020-02-22,1858368.909670353,0.0017677836138259018,0.8583689096703542
2020-02-23,1858368.909670353,0.0,0.8583689096703542
2020-02-24,1858368.909670353,0.0,0.8583689096703542
2020-02-25,1719746.0304894447,-0.0745938432673725,0.7197460304894459
2020-02-26,1663239.7049889565,-0.03285736643590709,0.6632397049889576
2020-02-27,1681845.3563408852,0.011186392013201818,0.6818453563408862
2020-02-28,1559263.1674485207,-0.07288552923739733,0.5592631674485216
2020-02-29,1542087.114294529,-0.011015493415455602,0.5420871142945298
2020-03-01,1542087.114294529,0.0,0.5420871142945298
2020-03-02,1542087.114294529,0.0,0.5420871142945298
2020-03-03,1643904.3696007729,0.0660256183729433,0.6439043696007738
2020-03-04,1617120.8261055946,-0.016292640855795404,0.6171208261055956
2020-03-05,1656850.7233986855,0.0245682923945576,0.6568507233986864
2020-03-06,1605946.272409916,-0.03072361937613166,0.6059462724099167
2020-03-07,1576649.5359520912,-0.018242662884270344,0.576649535952092
2020-03-08,1576649.5359520912,0.0,0.576649535952092
2020-03-09,1576649.5359520912,0.0,0.576649535952092
2020-03-10,1432339.1131539345,-0.09152980387046639,0.43233911315393514
2020-03-11,1510491.600973606,0.054562838577788986,0.5104916009736067
2020-03-12,1463539.4408097267,-0.031084025977778262,0.4635394408097273
2020-03-13,1309647.6850571632,-0.1051503987261323,0.3096476850571639
2020-03-14,1388539.2673325539,0.06023878267073579,0.3885392673325547
2020-03-15,1388539.2673325539,0.0,0.3885392673325547
2020-03-16,1388539.2673325539,0.0,0.3885392673325547
2020-03-17,1201371.3574547768,-0.13479482667950404,0.20137135745477752
2020-03-18,1276682.0570397377,0.06268727743311109,0.27668205703973836
2020-03-19,1255277.3203110695,-0.016765910205004175,0.2552773203110701
2020-03-20,1321155.2061753273,0.05248074254056667,0.3211552061753278
2020-03-21,1324332.416853428,0.0024048731468109263,0.3243324168534283
2020-03-22,1324332.416853428,0.0,0.3243324168534283
2020-03-23,1324332.416853428,0.0,0.3243324168534283
2020-03-24,1362203.934891224,0.028596685813806033,0.36220393489122427
2020-03-25,1445599.2949376106,0.06122090673086045,0.4455992949376111
2020-03-26,1422714.0305333138,-0.015830987524993567,0.42271403053331436
2020-03-27,1484430.3282780647,0.043379271181866574,0.4844303282780653
2020-03-28,1438419.696167469,-0.03099548105027461,0.43841969616746956
2020-03-29,1438419.696167469,0.0,0.43841969616746956
2020-03-30,1438419.696167469,0.0,0.43841969616746956
2020-03-31,1501237.1695256233,0.043671171581928014,0.5012371695256239
2020-04-01,1512800.3330311775,0.007702422868471892,0.5128003330311781
2020-04-02,1447775.0545659065,-0.04298338455213102,0.44777505456590716
2020-04-03,1445561.6329960823,-0.0015288435609134288,0.445561632996083
2020-04-04,1414056.005783558,-0.02179473119193509,0.4140560057835587
2020-04-05,1414056.005783558,0.0,0.4140560057835587
2020-04-06,1414056.005783558,0.0,0.4140560057835587
2020-04-07,1510399.065083027,0.06813242113849882,0.5103990650830277
2020-04-08,1522748.580769062,0.008176326357403063,0.522748580769063
2020-04-09,1547114.9222912788,0.016001552606872638,0.5471149222912799
2020-04-10,1559265.8801121712,0.007853946494741804,0.5592658801121722
2020-04-11,1559265.8801121712,0.0,0.5592658801121722
2020-04-12,1559265.8801121712,0.0,0.5592658801121722
2020-04-13,1559265.8801121712,0.0,0.5592658801121722
2020-04-14,1612361.315083027,0.03405155954995709,0.612361315083028
