Date,PortfolioValue,PortfolioReturn,CumulativeReturn
2010-01-05,1000000.0,,
2010-01-06,1000000.0,0.0,0.0
2010-01-07,1000000.0,0.0,0.0
2010-01-08,1000000.0,0.0,0.0
2010-01-09,1000000.0,0.0,0.0
2010-01-10,1000000.0,0.0,0.0
2010-01-11,1000000.0,0.0,0.0
2010-01-12,1000000.0,0.0,0.0
2010-01-13,1000000.0,0.0,0.0
2010-01-14,1000000.0,0.0,0.0
2010-01-15,1000000.0,0.0,0.0
2010-01-16,1000000.0,0.0,0.0
2010-01-17,1000000.0,0.0,0.0
2010-01-18,1000000.0,0.0,0.0
2010-01-19,1000000.0,0.0,0.0
2010-01-20,1000000.0,0.0,0.0
2010-01-21,1000000.0,0.0,0.0
2010-01-22,1000000.0,0.0,0.0
2010-01-23,1000000.0,0.0,0.0
2010-01-24,1000000.0,0.0,0.0
2010-01-25,1000000.0,0.0,0.0
2010-01-26,1000000.0,0.0,0.0
2010-01-27,1000000.0,0.0,0.0
2010-01-28,1000000.0,0.0,0.0
2010-01-29,1000000.0,0.0,0.0
2010-01-30,963218.5715098977,-0.03678142849010224,-0.03678142849010224
2010-01-31,963218.5715098977,0.0,-0.03678142849010224
2010-02-01,963218.5715098977,0.0,-0.03678142849010224
2010-02-02,1003904.6401366591,0.042239705327715704,0.0039046401366591432
2010-02-03,1013213.0457017422,0.00927220095707093,0.01321304570174231
2010-02-04,1023597.3802971244,0.010248915210315124,0.02359738029712455
2010-02-05,975805.6002191901,-0.04669001796786698,-0.024194399780809728
2010-02-06,993102.0574478507,0.017725310476569778,-0.006897942552149039
2010-02-07,993102.0574478507,0.0,-0.006897942552149039
2010-02-08,993102.0574478507,0.0,-0.006897942552149039
2010-02-09,990044.8254723549,-0.003078467064455137,-0.009955174527644828
2010-02-10,991888.5416945219,0.0018622552986804486,-0.00811145830547777
2010-02-11,998956.8983384967,0.007126160195277009,-0.0010431016615028987
2010-02-12,1033764.9293631911,0.03484437725250067,0.03376492936319164
2010-02-13,1043776.4893745184,0.009684561477138143,0.043776489374518945
2010-02-14,1043776.4893745184,0.0,0.043776489374518945
2010-02-15,1043776.4893745184,0.0,0.043776489374518945
2010-02-16,1043776.4893745184,0.0,0.043776489374518945
2010-02-17,1063068.0301845074,0.01848244428416801,0.0630680301845079
2010-02-18,1066514.7368330956,0.0032422258507669444,0.06651473683309606
2010-02-19,1031990.4386902452,-0.032371140267003495,0.03199043869024565
2010-02-20,1028173.9304662347,-0.003698201146954627,0.028173930466235175
2010-02-21,1028173.9304662347,0.0,0.028173930466235175
2010-02-22,1028173.9304662347,0.0,0.028173930466235175
2010-02-23,1024033.4403316975,-0.004027032792651819,0.024033440331697964
2010-02-24,1003235.0766257644,-0.020310238793760704,0.0032350766257649433
2010-02-25,1021147.5321238041,0.017854694194191945,0.021147532123804602
2010-02-26,1020439.6096606255,-0.0006932616893332577,0.020439609660625857
2010-02-27,1010377.1041249931,-0.009860951535367146,0.010377104124993375
2010-02-28,1010377.1041249931,0.0,0.010377104124993375
2010-03-01,1010377.1041249931,0.0,0.010377104124993375
2010-03-02,1050122.7653938532,0.03933745242899245,0.05012276539385341
2010-03-03,1049141.7532275617,-0.0009341880764993649,0.04914175322756198
2010-03-04,1036817.9090610147,-0.011746595851927721,0.03681790906101501
2010-03-05,1039206.638218224,0.0023039042211112637,0.03920663821822434
2010-03-06,1070363.7011408806,0.029981585737440142,0.07036370114088109
2010-03-07,1070363.7011408806,0.0,0.07036370114088109
2010-03-08,1070363.7011408806,0.0,0.07036370114088109
2010-03-09,1056959.2277619839,-0.012523288452896075,0.056959227761984366
2010-03-10,1094198.6390979588,0.035232590205798164,0.09419863909795922
2010-03-11,1097753.8816446066,0.003249174710707514,0.09775388164460685
2010-03-12,1075559.348510027,-0.020218132229538388,0.07555934851002721
2010-03-13,1078663.5883622468,0.0028861632382444213,0.07866358836224707
2010-03-14,1078663.5883622468,0.0,0.07866358836224707
2010-03-15,1078663.5883622468,0.0,0.07866358836224707
2010-03-16,1072488.5466861129,-0.005724715048099016,0.07248854668611315
2010-03-17,1106791.6210902035,0.03198456012428652,0.10679162109020379
2010-03-18,1125846.7581211329,0.017216553385324573,0.1258467581211331
2010-03-19,1090033.1115308702,-0.03181040966004134,0.09003311153087035
2010-03-20,1077419.9598584473,-0.011571347272844479,0.07741995985844752
2010-03-21,1077419.9598584473,0.0,0.07741995985844752
2010-03-22,1077419.9598584473,0.0,0.07741995985844752
2010-03-23,1095202.5013686717,0.016504744828154783,0.09520250136867192
2010-03-24,1116609.95546934,0.019546571591934514,0.1166099554693405
2010-03-25,1083088.6297165155,-0.03002062232083058,0.08308862971651587
2010-03-26,1085562.4371719956,0.0022840304916944554,0.08556243717199585
2010-03-27,1087410.275696814,0.0017021946058046744,0.08741027569681425
2010-03-28,1087410.275696814,0.0,0.08741027569681425
2010-03-29,1087410.275696814,0.0,0.08741027569681425
2010-03-30,1100017.3147284389,0.01159363610349029,0.10001731472843911
2010-03-31,1105718.1870650947,0.005182529638693145,0.10571818706509495
2010-04-01,1091261.700881362,-0.013074295379100653,0.09126170088136232
2010-04-02,1080157.8328469396,-0.010175256792622989,0.08015783284693989
2010-04-03,1080157.8328469396,0.0,0.08015783284693989
2010-04-04,1080157.8328469396,0.0,0.08015783284693989
2010-04-05,1080157.8328469396,0.0,0.08015783284693989
2010-04-06,1096819.8683767915,0.015425556361458925,0.0968198683767918
2010-04-07,1070327.303143531,-0.024153980062804004,0.07032730314353142
