Date,PortfolioValue,PortfolioReturn
2010-01-05,1000000.0,
2010-01-06,1000000.0,0.0
2010-01-07,1000000.0,0.0
2010-01-08,1000000.0,0.0
2010-01-09,1000000.0,0.0
2010-01-10,1000000.0,0.0
2010-01-11,1000000.0,0.0
2010-01-12,1000000.0,0.0
2010-01-13,1000000.0,0.0
2010-01-14,1000000.0,0.0
2010-01-15,1000000.0,0.0
2010-01-16,1000000.0,0.0
2010-01-17,1000000.0,0.0
2010-01-18,1000000.0,0.0
2010-01-19,1000000.0,0.0
2010-01-20,1000000.0,0.0
2010-01-21,1000000.0,0.0
2010-01-22,1000000.0,0.0
2010-01-23,1000000.0,0.0
2010-01-24,1000000.0,0.0
2010-01-25,1000000.0,0.0
2010-01-26,1000000.0,0.0
2010-01-27,1000000.0,0.0
2010-01-28,1000000.0,0.0
2010-01-29,1000000.0,0.0
2010-01-30,963218.4675383568,-0.036781532461643174
2010-01-31,963218.4675383568,0.0
2010-02-01,963218.4675383568,0.0
2010-02-02,1003904.8643267453,0.04224005057997737
2010-02-03,1013213.3297801912,0.009272258541837441
2010-02-04,1023597.2160524428,0.010248469860245857
2010-02-05,975805.8433989286,-0.04668962742769478
2010-02-06,993102.1618486047,0.017725163839385827
2010-02-07,993102.1618486047,0.0
2010-02-08,993102.1618486047,0.0
2010-02-09,990045.1118746698,-0.0030782834751305055
2010-02-10,991888.2926134467,0.0018617138922960574
2010-02-11,998956.8974889219,0.00712641224633348
2010-02-12,1033764.627155602,0.03484407560944458
2010-02-13,1043776.3974930346,0.009684767764766677
2010-02-14,1043776.3974930346,0.0
2010-02-15,1043776.3974930346,0.0
2010-02-16,1043776.3974930346,0.0
2010-02-17,1063067.55303064,0.018482076797232905
2010-02-18,1066514.0128893852,0.0032419951572408845
2010-02-19,1031989.7123781145,-0.03237116446106314
2010-02-20,1028173.2225875854,-0.003698185887661909
2010-02-21,1028173.2225875854,0.0
2010-02-22,1028173.2225875854,0.0
2010-02-23,1024032.7909718454,-0.004026978649881441
2010-02-24,1003234.4908337891,-0.020310189596876027
2010-02-25,1021147.337810874,0.01785509483649972
2010-02-26,1020439.2264555991,-0.0006934468015095119
2010-02-27,1010376.6365613043,-0.009861037907417769
2010-02-28,1010376.6365613043,0.0
2010-03-01,1010376.6365613043,0.0
2010-03-02,1050121.9302206337,0.039337106798706056
2010-03-03,1049141.3599346578,-0.0009337680299371653
2010-03-04,1036817.375169903,-0.011746734268032633
2010-03-05,1039205.8855200708,0.0023036943702610113
2010-03-06,1070363.1440439522,0.02998179567496262
2010-03-07,1070363.1440439522,0.0
2010-03-08,1070363.1440439522,0.0
2010-03-09,1056958.6091030538,-0.012523352486011996
2010-03-10,1094197.9441137016,0.035232538615915576
2010-03-11,1097753.320330888,0.003249298937466394
2010-03-12,1075558.5728354156,-0.020218337840037126
2010-03-13,1078663.0456689298,0.00288638193392865
2010-03-14,1078663.0456689298,0.0
2010-03-15,1078663.0456689298,0.0
2010-03-16,1072487.637111634,-0.005725058054126708
2010-03-17,1106791.212116927,0.031985054016731906
2010-03-18,1125846.4248841703,0.017216628175784843
2010-03-19,1090032.4642536938,-0.03181069801252967
2010-03-20,1077419.4063399732,-0.011571268129483059
2010-03-21,1077419.4063399732,0.0
2010-03-22,1077419.4063399732,0.0
2010-03-23,1095202.148724705,0.016504939747781444
2010-03-24,1116609.2472771108,0.01954625324405468
2010-03-25,1083087.8733994663,-0.030020684460018154
2010-03-26,1085561.607002169,0.0022839638993819023
2010-03-27,1087409.39681378,0.0017021510337988932
2010-03-28,1087409.39681378,0.0
2010-03-29,1087409.39681378,0.0
2010-03-30,1100016.9776344001,0.01159414371216716
2010-03-31,1105717.6085965335,0.005182311798852979
2010-04-01,1091261.1276861131,-0.013074297449933714
2010-04-02,1080157.1827592552,-0.010175332599267506
2010-04-03,1080157.1827592552,0.0
2010-04-04,1080157.1827592552,0.0
2010-04-05,1080157.1827592552,0.0
2010-04-06,1096819.131308645,0.015425485119514804
2010-04-07,1070326.6569534242,-0.02415391343840978
2010-04-08,1076849.6279232204,0.006094374018828175
2010-04-09,1059589.83096084,-0.01602804747740605
2010-04-10,1066499.7881525457,0.006521350988655472
2010-04-11,1066499.7881525457,0.0
2010-04-12,1066499.7881525457,0.0
2010-04-13,1085891.4002331197,0.018182480949354263
2010-04-14,1108622.180869311,0.02093283051261996
2010-04-15,1122443.3324157894,0.012466962852611063
2010-04-16,1130478.6570402086,0.007158779772984181
2010-04-17,1071127.0670607984,-0.05250129191718045
2010-04-18,1071127.0670607984,0.0
2010-04-19,1071127.0670607984,0.0
2010-04-20,1066094.430988282,-0.004698449163763718
2010-04-21,1070041.7421561182,0.003702590552111751
2010-04-22,1042608.6483624876,-0.025637405264539836
2010-04-23,1048184.9568117559,0.005348419522537506
2010-04-24,1033801.8616593778,-0.013721905717982152
2010-04-25,1033801.8616593778,0.0
2010-04-26,1033801.8616593778,0.0
2010-04-27,1044546.0201886594,0.010392860496532652
2010-04-28,1014694.0020006597,-0.028578940143401232
2010-04-29,1016318.979369849,0.0016014457225383971
2010-04-30,1047205.3649588525,0.030390444551329887
2010-05-01,988147.0352234542,-0.05639612984385245
2010-05-02,988147.0352234542,0.0
2010-05-03,988147.0352234542,0.0
2010-05-04,977623.9652774632,-0.010649295672492065
2010-05-05,928028.27439937,-0.050730846050830336
2010-05-06,927982.2670188844,-4.9575408157975787e-05
2010-05-07,927930.9669319093,-5.52813224975468e-05
2010-05-08,927691.567160219,-0.00025799308377638663
2010-05-09,927691.567160219,0.0
