Date,PortfolioValue,PortfolioReturn
2010-01-05,1000000.0,
2010-01-06,1000000.0,0.0
2010-01-07,1000000.0,0.0
2010-01-08,1000000.0,0.0
2010-01-09,1000000.0,0.0
2010-01-10,1000000.0,0.0
2010-01-11,1000000.0,0.0
2010-01-12,1000000.0,0.0
2010-01-13,1000000.0,0.0
2010-01-14,1000000.0,0.0
2010-01-15,1000000.0,0.0
2010-01-16,1000000.0,0.0
2010-01-17,1000000.0,0.0
2010-01-18,1000000.0,0.0
2010-01-19,1000000.0,0.0
2010-01-20,1000000.0,0.0
2010-01-21,1000000.0,0.0
2010-01-22,1000000.0,0.0
2010-01-23,1000000.0,0.0
2010-01-24,1000000.0,0.0
2010-01-25,1000000.0,0.0
2010-01-26,1000000.0,0.0
2010-01-27,1000000.0,0.0
2010-01-28,1000000.0,0.0
2010-01-29,1000000.0,0.0
2010-01-30,963218.2818311155,-0.036781718168884536
2010-01-31,963218.2818311155,0.0
2010-02-01,963218.2818311155,0.0
2010-02-02,1003904.3871627152,0.042239756137366635
2010-02-03,1013212.8672910929,0.009272277566876541
2010-02-04,1023596.9448950291,0.010248663374853084
2010-02-05,975805.3291084766,-0.046689877324178175
2010-02-06,993101.9655125737,0.017725499019255908
2010-02-07,993101.9655125737,0.0
2010-02-08,993101.9655125737,0.0
2010-02-09,990044.7459307909,-0.0030784548696416447
2010-02-10,991888.5191591382,0.0018623130276944622
2010-02-11,998956.7023300827,0.007125985465520346
2010-02-12,1033764.6303587556,0.03484428098583536
2010-02-13,1043776.2849202156,0.009684655740239023
2010-02-14,1043776.2849202156,0.0
2010-02-15,1043776.2849202156,0.0
2010-02-16,1043776.2849202156,0.0
2010-02-17,1063067.720078975,0.0184823466843127
2010-02-18,1066514.1224122643,0.0032419405351085118
2010-02-19,1031990.0273615718,-0.03237096848994858
2010-02-20,1028173.9002686441,-0.0036978333043432565
2010-02-21,1028173.9002686441,0.0
2010-02-22,1028173.9002686441,0.0
2010-02-23,1024033.1129134297,-0.004027321987197352
2010-02-24,1003234.6580161452,-0.020310334338810354
2010-02-25,1021147.3154810071,0.01785490295987513
2010-02-26,1020439.4532067478,-0.0006932028939682366
2010-02-27,1010377.2539073527,-0.009860652944938986
2010-02-28,1010377.2539073527,0.0
2010-03-01,1010377.2539073527,0.0
2010-03-02,1050122.4802728593,0.03933701616084795
2010-03-03,1049141.7104482949,-0.000933957555417364
2010-03-04,1036817.6127462089,-0.011746837990856296
2010-03-05,1039206.0449773967,0.0023036184974343232
2010-03-06,1070363.2253822982,0.02998171590272003
2010-03-07,1070363.2253822982,0.0
2010-03-08,1070363.2253822982,0.0
2010-03-09,1056958.8629170954,-0.012523190396806827
2010-03-10,1094198.40522179,0.035232726278407345
2010-03-11,1097753.4124943912,0.003248960385644706
2010-03-12,1075559.268300444,-0.02021778656421236
2010-03-13,1078663.4286580384,0.0028860895434423828
2010-03-14,1078663.4286580384,0.0
2010-03-15,1078663.4286580384,0.0
2010-03-16,1072488.337989241,-0.005724761315473503
2010-03-17,1106791.6059311926,0.03198474680504715
2010-03-18,1125846.6462227404,0.017216466215892456
2010-03-19,1090033.2997189462,-0.03181014627875778
2010-03-20,1077419.7947416604,-0.011571669398116713
2010-03-21,1077419.7947416604,0.0
2010-03-22,1077419.7947416604,0.0
2010-03-23,1095202.3352449238,0.016504746422936645
2010-03-24,1116609.4067344368,0.01954622520479332
2010-03-25,1083088.4961580932,-0.03002026525495305
2010-03-26,1085562.0572851002,0.002283803341814883
2010-03-27,1087409.8687470257,0.001702170271634884
2010-03-28,1087409.8687470257,0.0
2010-03-29,1087409.8687470257,0.0
2010-03-30,1100017.1208539903,0.011593836389853118
2010-03-31,1105717.6118158996,0.005182183853178257
2010-04-01,1091261.2876707911,-0.01307415563487957
2010-04-02,1080157.7437136173,-0.010174963670592119
2010-04-03,1080157.7437136173,0.0
2010-04-04,1080157.7437136173,0.0
2010-04-05,1080157.7437136173,0.0
2010-04-06,1096819.2121082842,0.015425032585874243
2010-04-07,1070326.727894336,-0.024153920647528526
2010-04-08,1076850.349540472,0.006094981537992705
2010-04-09,1059590.1410620213,-0.016028418884589057
2010-04-10,1066500.586891532,0.006521810237479553
2010-04-11,1066500.586891532,0.0
2010-04-12,1066500.586891532,0.0
2010-04-13,1085891.8820023537,0.01818217012645107
2010-04-14,1108622.5088536441,0.02093267960469114
2010-04-15,1122443.9085020423,0.012467182957244916
2010-04-16,1130479.074068457,0.0071586343919296525
2010-04-17,1071127.5433274508,-0.05250122014855807
2010-04-18,1071127.5433274508,0.0
2010-04-19,1071127.5433274508,0.0
2010-04-20,1066094.2572663724,-0.004699053901127792
2010-04-21,1070042.055925727,0.003703048424139599
2010-04-22,1042609.114082694,-0.025637255742532283
2010-04-23,1048185.2620982528,0.005348263256325758
2010-04-24,1033801.8375954032,-0.013722215931615822
2010-04-25,1033801.8375954032,0.0
2010-04-26,1033801.8375954032,0.0
2010-04-27,1044546.4859088659,0.010393334508337126
2010-04-28,1014694.1328679323,-0.028579247973783528
2010-04-29,1016318.8678670526,0.0016012066557713478
2010-04-30,1047205.8318254352,0.030391016968134288
2010-05-01,988147.8062496185,-0.056395814252552134
2010-05-02,988147.8062496185,0.0
2010-05-03,988147.8062496185,0.0
2010-05-04,977623.9995561242,-0.010650032947435273
2010-05-05,928029.1048431695,-0.05073002988416053
2010-05-06,927983.0974626839,-4.957536379568417e-05
2010-05-07,927931.7973757088,-5.528127302678598e-05
2010-05-08,927692.3976040184,-0.00025799285288796714
